experiment,group,scale_factor,alpha,mae,rmse,features,residual_blocks,model,patience,lr,wd,soft,hard,version,resampling,data,parameters,exp_group,config_file_name
590,2,16,0.0001,0.10487,0.17619,8,8,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,19425,5,config_soft_f8_r8.yaml
591,2,16,0.0001,0.10387,0.17537,8,16,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,28769,5,config_soft_f8_r16.yaml
592,2,16,0.0001,0.0974,0.16458,8,32,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,47457,5,config_soft_f8_r32.yaml
601,2,16,0.0001,0.10154,0.17414,8,64,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,84833,5,config_soft_f8_r64.yaml
602,2,16,0.0001,0.10533,0.18093,8,128,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,159585,5,config_soft_f8_r128.yaml
593,2,16,0.0001,0.08154,0.12913,16,1,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,44385,5,config_soft_f16_r1.yaml
594,2,16,0.0001,0.07001,0.11098,16,2,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,49025,5,config_soft_f16_r2.yaml
595,2,16,0.0001,0.06055,0.09691,16,4,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,58305,5,config_soft_f16_r4.yaml
596,2,16,0.0001,0.05682,0.09157,16,8,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,76865,5,config_soft_f16_r8.yaml
597,2,16,0.0001,0.05933,0.09611,16,16,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,113985,5,config_soft_f16_r16.yaml
598,2,16,0.0001,0.05665,0.09106,16,32,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,188225,5,config_soft_f16_r32.yaml
599,2,16,0.0001,0.06082,0.09983,16,64,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,336705,5,config_soft_f16_r64.yaml
600,2,16,0.0001,0.05946,0.09674,16,128,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,633665,5,config_soft_f16_r128.yaml
603,2,16,0.0001,0.06153,0.09639,32,1,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,176321,5,config_soft_f32_r1.yaml
604,2,16,0.0001,0.04637,0.07019,32,2,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,194817,5,config_soft_f32_r2.yaml
605,2,16,0.0001,0.03567,0.05213,32,4,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,231809,5,config_soft_f32_r4.yaml
606,2,16,0.0001,0.04771,0.07338,32,8,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,305793,5,config_soft_f32_r8.yaml
607,2,16,0.0001,0.04727,0.07258,32,16,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,453761,5,config_soft_f32_r16.yaml
608,2,16,0.0001,0.03917,0.05754,32,32,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,749697,5,config_soft_f32_r32.yaml
609,2,16,0.0001,0.053,0.0837,32,64,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,1341569,5,config_soft_f32_r64.yaml
610,2,16,0.0001,0.03608,0.05115,32,128,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,2525313,5,config_soft_f32_r128.yaml
611,2,16,0.0001,0.07136,0.10957,64,1,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,702849,5,config_soft_f64_r1.yaml
612,2,16,0.0001,0.03435,0.0515,64,2,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,776705,5,config_soft_f64_r2.yaml
613,2,16,0.0001,0.04828,0.07106,64,4,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,924417,5,config_soft_f64_r4.yaml
614,2,16,0.0001,0.04383,0.06457,64,8,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,1219841,5,config_soft_f64_r8.yaml
615,2,16,0.0001,0.0324,0.04702,64,16,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,1810689,5,config_soft_f64_r16.yaml
616,2,16,0.0001,0.038,0.05478,64,32,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,2992385,5,config_soft_f64_r32.yaml
617,2,16,0.0001,0.04861,0.07203,64,64,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,5355777,5,config_soft_f64_r64.yaml
618,2,16,0.0001,0.04358,0.06287,64,128,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,10082561,5,config_soft_f64_r128.yaml
619,2,16,0.0001,0.05311,0.07891,128,1,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,2806529,5,config_soft_f128_r1.yaml
620,2,16,0.0001,0.04853,0.07009,128,2,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,3101697,5,config_soft_f128_r2.yaml
621,2,16,0.0001,0.06388,0.0879,128,4,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,3692033,5,config_soft_f128_r4.yaml
622,2,16,0.0001,0.05465,0.0779,128,8,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,4872705,5,config_soft_f128_r8.yaml
623,2,16,0.0001,0.04359,0.06181,128,16,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,7234049,5,config_soft_f128_r16.yaml
624,2,16,0.0001,0.04648,0.06488,128,32,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,11956737,5,config_soft_f128_r32.yaml
626,2,16,0.0001,0.06086,0.08542,128,64,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,21402113,5,config_soft_f128_r64.yaml
625,2,16,0.0001,0.05564,0.07892,128,128,EDSR,10,0.0001,0.00001,1,0,mse,average,ReKIS,40292865,5,config_soft_f128_r128.yaml
301,10,16,,0.16801,0.27695,1,1,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,210,5,config_hard_f1_r1.yaml
302,10,16,,0.16231,0.26492,1,2,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,230,5,config_hard_f1_r2.yaml
303,10,16,,0.16022,0.26162,1,4,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,270,5,config_hard_f1_r4.yaml
304,10,16,,0.15903,0.25888,1,8,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,350,5,config_hard_f1_r8.yaml
305,10,16,,0.1571,0.25829,1,16,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,510,5,config_hard_f1_r16.yaml
306,10,16,,0.15081,0.24735,1,32,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,830,5,config_hard_f1_r32.yaml
349,10,16,,0.14873,0.24394,1,64,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,1470,5,config_hard_f1_r64.yaml
386,10,16,,0.14744,0.24161,1,128,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,2750,5,config_hard_f1_r128.yaml
307,10,16,,0.14762,0.24798,2,1,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,761,5,config_hard_f2_r1.yaml
308,10,16,,0.14009,0.23244,2,2,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,837,5,config_hard_f2_r2.yaml
309,10,16,,0.14361,0.23856,2,4,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,989,5,config_hard_f2_r4.yaml
310,10,16,,0.14076,0.23403,2,8,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,1293,5,config_hard_f2_r8.yaml
311,10,16,,0.13754,0.22738,2,16,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,1901,5,config_hard_f2_r16.yaml
312,10,16,,0.12905,0.21619,2,32,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,3117,5,config_hard_f2_r32.yaml
313,10,16,,0.13192,0.21969,2,64,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,5549,5,config_hard_f2_r64.yaml
385,10,16,,0.13593,0.22527,2,128,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,10413,5,config_hard_f2_r128.yaml
314,10,16,,0.12748,0.20774,4,1,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,2889,5,config_hard_f4_r1.yaml
315,10,16,,0.12813,0.21,4,2,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,3185,5,config_hard_f4_r2.yaml
316,10,16,,0.11823,0.19355,4,4,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,3777,5,config_hard_f4_r4.yaml
317,10,16,,0.11368,0.1863,4,8,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,4961,5,config_hard_f4_r8.yaml
318,10,16,,0.11715,0.19214,4,16,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,7329,5,config_hard_f4_r16.yaml
319,10,16,,0.10846,0.17901,4,32,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,12065,5,config_hard_f4_r32.yaml
320,10,16,,0.10563,0.1741,4,64,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,21537,5,config_hard_f4_r64.yaml
377,10,16,,0.10739,0.1771,4,128,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,40481,5,config_hard_f4_r128.yaml
321,10,16,,0.10883,0.17547,8,1,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,11249,5,config_hard_f8_r1.yaml
322,10,16,,0.10504,0.16939,8,2,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,12417,5,config_hard_f8_r2.yaml
323,10,16,,0.09345,0.15041,8,4,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,14753,5,config_hard_f8_r4.yaml
324,10,16,,0.08554,0.13996,8,8,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,19425,5,config_hard_f8_r8.yaml
325,10,16,,0.08643,0.14112,8,16,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,28769,5,config_hard_f8_r16.yaml
326,10,16,,0.08078,0.13235,8,32,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,47457,5,config_hard_f8_r32.yaml
327,10,16,,0.08134,0.13337,8,64,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,84833,5,config_hard_f8_r64.yaml
378,10,16,,0.08016,0.13189,8,128,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,159585,5,config_hard_f8_r128.yaml
328,10,16,,0.07996,0.12631,16,1,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,44385,5,config_hard_f16_r1.yaml
329,10,16,,0.07086,0.11146,16,2,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,49025,5,config_hard_f16_r2.yaml
341,10,16,,0.06254,0.09925,16,4,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,58305,5,config_hard_f16_r4.yaml
342,10,16,,0.05742,0.09185,16,8,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,76865,5,config_hard_f16_r8.yaml
343,10,16,,0.05585,0.08945,16,16,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,113985,5,config_hard_f16_r16.yaml
347,10,16,,0.05493,0.08779,16,32,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,188225,5,config_hard_f16_r32.yaml
348,10,16,,0.05561,0.08944,16,64,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,336705,5,config_hard_f16_r64.yaml
380,10,16,,0.05715,0.09215,16,128,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,633665,5,config_hard_f16_r128.yaml
330,10,16,,0.05262,0.0808,32,1,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,176321,5,config_hard_f32_r1.yaml
332,10,16,,0.0388,0.05842,32,2,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,194817,5,config_hard_f32_r2.yaml
331,10,16,,0.03485,0.05092,32,4,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,231809,5,config_hard_f32_r4.yaml
333,10,16,,0.03267,0.04668,32,8,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,305793,5,config_hard_f32_r8.yaml
335,10,16,,0.0322,0.04485,32,16,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,453761,5,config_hard_f32_r16.yaml
336,10,16,,0.03355,0.04733,32,32,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,749697,5,config_hard_f32_r32.yaml
334,10,16,,0.03213,0.04398,32,64,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,1341569,5,config_hard_f32_r64.yaml
365,10,16,,0.03182,0.04313,32,128,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,2525313,5,config_hard_f32_r128.yaml
337,10,16,,0.03717,0.05929,64,1,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,702849,5,config_hard_f64_r1.yaml
338,10,16,,0.02947,0.04349,64,2,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,776705,5,config_hard_f64_r2.yaml
339,10,16,,0.0275,0.03713,64,4,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,924417,5,config_hard_f64_r4.yaml
340,10,16,,0.02687,0.03448,64,8,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,1219841,5,config_hard_f64_r8.yaml
344,10,16,,0.02645,0.03293,64,16,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,1810689,5,config_hard_f64_r16.yaml
345,10,16,,0.02701,0.035,64,32,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,2992385,5,config_hard_f64_r32.yaml
346,10,16,,0.02657,0.03308,64,64,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,5355777,5,config_hard_f64_r64.yaml
366,10,16,,0.02645,0.03278,64,128,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,10082561,5,config_hard_f64_r128.yaml
390,10,16,,0.03155,0.0519,128,1,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,2806529,5,config_hard_f128_r1.yaml
391,10,16,,0.0273,0.0362,128,2,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,3101697,5,config_hard_f128_r2.yaml
392,10,16,,0.02653,0.03308,128,4,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,3692033,5,config_hard_f128_r4.yaml
393,10,16,,0.02654,0.03315,128,8,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,4872705,5,config_hard_f128_r8.yaml
394,10,16,,0.02644,0.03291,128,16,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,7234049,5,config_hard_f128_r16.yaml
395,10,16,,0.02644,0.03295,128,32,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,11956737,5,config_hard_f128_r32.yaml
628,10,16,,0.02631,0.03223,128,64,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,21402113,5,config_hard_f128_r64.yaml
396,10,16,,0.02671,0.03334,128,128,EDSR,10,0.0001,0.00001,0,1,mae,average,ReKIS,40292865,5,config_hard_f128_r128.yaml
